Fiscal Year,Ad Campaign Name,Agency,Org Ad Placed In (Agency submission),Org Ad Placed In (MOECM Standardized),Outlet Channel (Agency submission),Type of Media (MOECM),Language,Spend Amount,Vendor Name,Ad Placement Method,Quarter (MOECM),Ad Start Date,Ad End Date,Purpose
FY23,CVD-Vaccination - BRIC,DOHMH,ONE CARIBBEAN TV-TV,One Caribbean Television,Television Channel,TV,English,4760,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,THE AFRICA CHANNEL-TV,The Africa Channel TV,Television Channel,TV,English,8021,OpAD Media,Placement Vendor,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,Twitter,Twitter,Social Media,Other,English,7440,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WABC-TV,ABC (WABC),Television Channel,TV,English,70040,OpAD Media,Placement Vendor,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WBAI-FM,Pacifica Radio (WBAI),Radio Channel,Radio,English,2448,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WBLS-FM,WBLS,Radio Channel,Radio,English,23273,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WCBS-TV,Audacy (1010 WINS),Television Channel,TV,English,53040,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WKTU-FM,iHeart Media,Radio Channel,Radio,English,10353,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WLNY-TV,CBS (WLNY),Television Channel,TV,English,6120,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WNBC-TV,WNBC,Television Channel,TV,English,22780,OpAD Media,Placement Vendor,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WNYE-FM,Aktina FM Radio,Radio Channel,Radio,English,2380,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WNYW-TV,FOX,Television Channel,TV,English,23800,OpAD Media,Placement Vendor,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WPAT-SU,Sunuafrik Radio,Radio Channel,Radio,English,918,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WPIX-TV,PIX 11,Television Channel,TV,English,19550,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WQHT-FM,HOT97,Radio Channel,Radio,English,9758,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WSNR-TL,Davidzon Radio (WSNR 620 AM),Radio Channel,Radio,English,4080,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,6674,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WVIP-FM,WVIP 93.5 FM,Radio Channel,Radio,English,442,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WVIP-IR,WVIP 93.5 FM,Radio Channel,Radio,English,8840,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WWOR-TV,WWOR - TV. My 9,Television Channel,TV,English,14280,OpAD Media,Placement Vendor,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WWPR-FM,iHeart Media,Radio Channel,Radio,English,10506,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WWTR-AM,WWTR - EBC Radio,Radio Channel,Radio,English,2720,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,WXBK-FM,Audacy (1010 WINS),Radio Channel,Radio,English,5712,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - BRIC,DOHMH,ZCPJ-SR,ZCPJ-SR,Radio Channel,Radio,English,1224,OpAD Media,Direct Through Outlet,Q3,01/30/2023,02/26/2023,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"1850 ASTOUND BROAD, Effectv/New York City Zone, NY-Cable",RCN Corporation,Television Channel,TV,English,502,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"1850 ASTOUND BROAD, Effectv/New York City Zone, NY-Cable",RCN Corporation,Television Channel,TV,English,1522,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,723,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,1853,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"2939 SPECTRUM, Local-New York 1 News-Cable",Spectrum,Television Channel,TV,English,7480,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"2939 SPECTRUM, Local-New York 1 News-Cable",Spectrum,Television Channel,TV,English,22440,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"3134 CABLEVISION, Altice/Bronx, NY-Cable",Altice,Television Channel,TV,English,908,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"3134 CABLEVISION, Altice/Bronx, NY-Cable",Altice,Television Channel,TV,English,2730,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"3186 CABLEVISION, Altice/Brooklyn, NY-Cable",Altice,Television Channel,TV,English,1219,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"3186 CABLEVISION, Altice/Brooklyn, NY-Cable",Altice,Television Channel,TV,English,2708,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"3961 SPECTRUM, New York Market Zone,-Cable",Spectrum,Television Channel,TV,English,2848,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"3961 SPECTRUM, New York Market Zone,-Cable",Spectrum,Television Channel,TV,English,8543,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"5212 CABLEVISION, News 12 Brooklyn, NY-Cable",News 12,Television Channel,TV,English,1836,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"5212 CABLEVISION, News 12 Brooklyn, NY-Cable",News 12,Television Channel,TV,English,5432,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"5958 CABLEVISION, News 12 Bronx, NY-Cable",News 12,Television Channel,TV,English,1836,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"5958 CABLEVISION, News 12 Bronx, NY-Cable",News 12,Television Channel,TV,English,5432,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"9815 DIRECTV, INC., Spectrum/DirecTV- I+ New York-Cable",Cable - Various,Television Channel,TV,English,544,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"9815 DIRECTV, INC., Spectrum/DirecTV- I+ New York-Cable",Cable - Various,Television Channel,TV,English,1632,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"9826 DISH TV, Spectrum/DISH- I+ New York IC,-Cable",Cable - Various,Television Channel,TV,English,153,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,"9826 DISH TV, Spectrum/DISH- I+ New York IC,-Cable",Cable - Various,Television Channel,TV,English,459,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,Gamut TV,Gamut TV,Television Channel,TV,English,43313,OpAD Media,Placement Vendor,Q2,10/24/2022,10/31/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,Gamut TV,Gamut TV,Television Channel,TV,English,82487,OpAD Media,Placement Vendor,Q2,11/01/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,Hulu TV,Hulu TV,Television Channel,TV,English,30733,OpAD Media,Direct Through Outlet,Q2,10/24/2022,10/31/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,Hulu TV,Hulu TV,Television Channel,TV,English,71367,OpAD Media,Direct Through Outlet,Q2,11/01/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,ONE CARIBBEAN TV-TV,One Caribbean Television,Television Channel,TV,English,1233,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,ONE CARIBBEAN TV-TV,One Caribbean Television,Television Channel,TV,English,2805,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,THE AFRICA CHANNEL-TV,The Africa Channel TV,Television Channel,TV,English,2149,OpAD Media,Placement Vendor,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,THE AFRICA CHANNEL-TV,The Africa Channel TV,Television Channel,TV,English,6446,OpAD Media,Placement Vendor,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WABC-TV,ABC (WABC),Television Channel,TV,English,31280,OpAD Media,Placement Vendor,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WABC-TV,ABC (WABC),Television Channel,TV,English,95200,OpAD Media,Placement Vendor,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WBLS-FM,WBLS,Radio Channel,Radio,English,8262,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WBLS-FM,WBLS,Radio Channel,Radio,English,24786,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WCBS-TV,Audacy (1010 WINS),Television Channel,TV,English,27540,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WCBS-TV,Audacy (1010 WINS),Television Channel,TV,English,81770,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WINS-AM,Audacy (1010 WINS),Radio Channel,Radio,English,5355,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WINS-AM,Audacy (1010 WINS),Radio Channel,Radio,English,16065,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WLNY-TV,CBS (WLNY),Television Channel,TV,English,1700,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WLNY-TV,CBS (WLNY),Television Channel,TV,English,5100,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WNBC-TV,WNBC,Television Channel,TV,English,33915,OpAD Media,Placement Vendor,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WNYW-TV,FOX,Television Channel,TV,English,4250,OpAD Media,Placement Vendor,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WNYW-TV,FOX,Television Channel,TV,English,22950,OpAD Media,Placement Vendor,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WPAT-SU,Sunuafrik Radio,Radio Channel,Radio,English,2066,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WPAT-SU,Sunuafrik Radio,Radio Channel,Radio,English,6197,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WPIX-TV,PIX 11,Television Channel,TV,English,10880,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WPIX-TV,PIX 11,Television Channel,TV,English,32130,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WQHT-FM,HOT97,Radio Channel,Radio,English,4985,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WQHT-FM,HOT97,Radio Channel,Radio,English,14956,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WSNR-TL,Davidzon Radio (WSNR 620 AM),Radio Channel,Radio,English,1148,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WSNR-TL,Davidzon Radio (WSNR 620 AM),Radio Channel,Radio,English,3443,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,90,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,270,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,651,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,301,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,100,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,3179,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,602,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,1953,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,903,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,301,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,9537,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-BU,WVIP 93.5 FM,Radio Channel,Radio,English,1805,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-FM,WVIP 93.5 FM,Radio Channel,Radio,English,111,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-FM,WVIP 93.5 FM,Radio Channel,Radio,English,332,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-IR,WVIP 93.5 FM,Radio Channel,Radio,English,9350,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WVIP-IR,WVIP 93.5 FM,Radio Channel,Radio,English,28050,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WWOR-TV,WWOR - TV. My 9,Television Channel,TV,English,2720,OpAD Media,Placement Vendor,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WWOR-TV,WWOR - TV. My 9,Television Channel,TV,English,20400,OpAD Media,Placement Vendor,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WWPR-FM,iHeart Media,Radio Channel,Radio,English,6630,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WWPR-FM,iHeart Media,Radio Channel,Radio,English,19890,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WWTR-AM,WWTR - EBC Radio,Radio Channel,Radio,English,5100,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WWTR-AM,WWTR - EBC Radio,Radio Channel,Radio,English,15300,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WXBK-FM,Audacy (1010 WINS),Radio Channel,Radio,English,3345,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,WXBK-FM,Audacy (1010 WINS),Radio Channel,Radio,English,10034,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,ZCPJ-SR,ZCPJ-SR,Radio Channel,Radio,English,510,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Flu/Boosters PSA,DOHMH,ZCPJ-SR,ZCPJ-SR,Radio Channel,Radio,English,1556,OpAD Media,Direct Through Outlet,Q2,10/24/2022,11/20/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Holiday,DOHMH,"1850 ASTOUND BROAD, Effectv/New York City Zone, NY-Cable",RCN Corporation,Television Channel,TV,English,1165,OpAD Media,Direct Through Outlet,Q2,12/05/2022,12/25/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Holiday,DOHMH,"1850 ASTOUND BROAD, Effectv/New York City Zone, NY-Cable",RCN Corporation,Television Channel,TV,English,408,OpAD Media,Direct Through Outlet,Q2,12/05/2022,01/01/2023,Programmatic: Public Health
FY23,CVD-Vaccination - COH Holiday,DOHMH,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,3604,OpAD Media,Direct Through Outlet,Q2,12/05/2022,12/25/2022,Programmatic: Public Health
FY23,CVD-Vaccination - COH Holiday,DOHMH,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,1156,OpAD Media,Direct Through Outlet,Q2,12/05/2022,01/01/2023,Programmatic: Public Health
