Permit_Type,ACCELA,Facility_Name,ADDRESS_ No,ADDRESS_St,BO,ZIP,Inspection_Date,Inspection_Type,# of PHH Violations,# of All Violations,# of Critical Violations,# of General Violations,DOCKET,Lat,Long,Community Board,Council District,Census tract,Boro-Block-Lot,BIN,NTA,NTA Code
Outdoor,40426326,NYCP&R / JACKIE ROBINSON,00000,WEST 145 STREET & BRADHURST,MA,10039,08/10/2021,Routine Inspection,0,0,0,0,,40.82426852,-73.94217041,,,,,,,
Outdoor,41581532,BEECHWOOD RB SHOREHAVEN LLC,15,WHITE PLAINS ROAD,BX,10473,08/10/2021,Routine Inspection,0,0,0,0,,40.806372173703,-73.854617917289,209,18,000200,2034300082,2120839,Soundview-Castle Hill-Clason Point-Harding Park,BX09
Outdoor,50043764,180 ORCHARD OWNER LLC,171,LUDLOW STREET,MA,10002,08/10/2021,Routine Inspection,0,3,0,3,,40.72171639502,-73.987535608358,103,01,003001,1004127501,1090121,Chinatown,MN27
Outdoor,41410720,ALLEN OPERATING COMPANY LLC,190,ALLEN STREET,MA,10002,08/10/2021,Routine Inspection,0,3,0,3,,40.722240785634,-73.988899208106,103,01,003001,1004177501,1087667,Chinatown,MN27
Outdoor,41491692,52 EAST 4TH STREET CONDOMINIUM,52,EAST 4 STREET,MA,10003,08/10/2021,Routine Inspection,5,12,4,3,,40.726874141541,-73.991074008469,103,02,003800,1004597502,1006566,East Village,MN22
Outdoor,41663133,2 COOPER SQUARE LLC,2,COOPER SQUARE,MA,10003,08/10/2021,Routine Inspection,0,1,0,1,,40.727151398187,-73.991539394682,102,02,005700,1005440065,1088207,West Village,MN23
Outdoor,50066568,SKY VIEW PARC HOME OWNERS ASSOCIATION INC,131-07,40 ROAD,QU,11354,08/10/2021,Routine Inspection,0,0,0,0,,40.755934186327,-73.836042019442,407,20,087100,4050667501,4534020,Flushing,QN22
Outdoor,40426320,NYCP&R / TOMPKINS SQUARE PB#3,00000,AVENUE A BTW 7&10 STREET,MA,10009,08/11/2021,Routine Inspection,0,1,0,1,,40.72768551,-73.98188442,,,,,,,
Outdoor,41355188,NYCP&R/ VESUVIO POOL,95,THOMPSON STREET,MA,10012,08/11/2021,Routine Inspection,0,2,1,1,,40.72533465288,-74.002251289225,102,03,004900,1005030030,1088208,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Outdoor,41732342,SILVER LAKE ASSOCIATES,937,VICTORY BOULEVARD,SI,10301,08/11/2021,Routine Inspection,0,1,0,1,,40.621477550126,-74.097446731792,501,49,005900,5002400003,5006534,New Brighton-Silver Lake,SI35
Outdoor,41355186,NYCP&R /FREDERICK DOUGLAS POOL,825,AMSTERDAM AVENUE,MA,10023,08/11/2021,Routine Inspection,0,2,0,2,,40.796770879911,-73.968364928262,107,07,018900,1018550100,1000000,Upper West Side,MN12
Outdoor,40749784,TOWN & COUNTRY VILLAS HOA,41,COUNTRY DRIVE EAST,SI,10314,08/11/2021,Routine Inspection,0,1,0,1,,40.587397705603,-74.163060151338,502,51,027706,5024027502,5132299,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,40426253,40-50 BRIGHTON 1ST ROAD APTS CORP,40-50,BRIGHTON 1 ROAD,BK,11235,08/11/2021,Routine Inspection,1,2,0,1,,40.575654234346,-73.966591006464,313,48,036001,3086800001,3245026,Brighton Beach,BK19
Outdoor,41678253,OCEAN TERRACE OWNERS INC.,2650,OCEAN PARKWAY,BK,11235,08/11/2021,Routine Inspection,0,1,0,1,,40.585458575899,-73.966438472576,313,47,037401,3072380115,3196066,Gravesend,BK26
Outdoor,50050094,VARUNA BOAT CLUB,2806,EMMONS AVENUE,BK,11235,08/11/2021,Routine Inspection,0,1,0,1,,40.583823136565,-73.940539735042,315,48,062200,3088150011,3248024,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,40426010,DAYTON BEACH PARK #1 CORP,8600,SHORE FRONT PARKWAY,QU,11694,08/11/2021,Routine Inspection,0,0,0,0,,40.584980628047,-73.810883700372,414,32,094203,4161310001,4457812,Hammels-Arverne-Edgemere,QN12
Outdoor,41348155,NYCP&R / THE FLOATING POOL,00000,TIFFANY STREET & VIELE AVENUE,BX,10474,08/12/2021,Routine Inspection,0,0,0,0,,40.80680609,-73.889302,,,,,,,
Outdoor,41589456,A BUILDING CONDOMINIUM,425,EAST 13 STREET,MA,10009,08/12/2021,Routine Inspection,0,1,0,1,,40.730356239074,-73.982352742571,103,02,003400,1004417503,1087654,East Village,MN22
Outdoor,40787327,OCEANA HOMEOWNERS ASSOCIATION,3205,CONEY ISLAND AVE,BK,11235,07/07/2022,Routine Inspection,0,2,0,2,,40.577597,-73.959595,313,48,061002,,,,BK19
Outdoor,41451513,BAYROCK/SAPIR ORG LLC,246,SPRING STREET,MA,10013,08/12/2021,Routine Inspection,0,1,0,1,,40.725609031324,-74.005253029906,102,03,003700,1004917503,1088431,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Outdoor,41730226,HILARY GARDENS COMPANY LLC,300,MERCER STREET,MA,10003,08/12/2021,Routine Inspection,2,4,1,1,,40.730450742791,-73.993649720485,102,01,005700,1005480070,1008840,West Village,MN23
Outdoor,41664972,EQUINOX HUDSON STREET INC,421,HUDSON STREET,MA,10014,08/12/2021,Routine Inspection,0,1,0,1,,40.730055465341,-74.006891455484,102,03,006900,1006017501,1067116,West Village,MN23
Outdoor,40426035,NOBLE MANSION HOUSING CO INC,1500,NOBLE AVENUE,BX,10460,08/12/2021,Routine Inspection,0,0,0,0,,40.837240487122,-73.871495928339,209,18,021800,2038950001,2028130,West Farms-Bronx River,BX08
Outdoor,41205955,JANEL TOWER LLC,801-811,NEILL AVENUE,BX,10462,08/12/2021,Routine Inspection,0,0,0,0,,40.850335747561,-73.864429201968,211,13,022800,2042900008,2048807,Pelham Parkway,BX49
Outdoor,40400002,RIVERBANK STATE PARK AQUATICS FACILITY,679,RIVERSIDE DRIVE,MA,10031,08/12/2021,Routine Inspection,0,0,0,0,,40.827111090442,-73.951960177271,109,07,023300,1021010117,1090431,Hamilton Heights,MN04
Outdoor,50010224,SHALOM DAY CARE INC,60,WEST END AVENUE,BK,11235,08/12/2021,Routine Inspection,0,1,0,1,,40.580178577793,-73.953528064286,315,48,061004,3087130077,3326901,Brighton Beach,BK19
Outdoor,40426348,NYCP&R / P.S. 186 PLAYGROUND,00000,LITTLE NECK PKWY & 72 AVENUE,QU,11362,08/13/2021,Routine Inspection,0,1,0,1,,40.749999,-73.72160572,,,,,,,
Outdoor,50051358,363 GOWANUS DEVELOPERS LLC,363,BOND STREET,BK,11231,08/13/2021,Routine Inspection,0,2,0,2,,40.678179139192,-73.990828181917,306,39,007700,3004520001,3421398,Carroll Gardens-Columbia Street-Red Hook,BK33
Outdoor,41509641,THE TIDES AT CHARLESTON HOME OWNERS ASSOCIATION,15,TIDES LANE,SI,10309,08/13/2021,Routine Inspection,0,1,0,1,,40.529031930775,-74.239692429374,503,51,022600,5075960145,5155401,Charleston-Richmond Valley-Tottenville,SI11
Outdoor,40426393,SHARROTTS ESTATES,67,PEMBROOK LOOP,SI,10309,08/13/2021,Routine Inspection,0,0,0,0,,40.536648498456,-74.219303343801,503,51,022600,,,Charleston-Richmond Valley-Tottenville,SI11
Outdoor,40426230,GARDEN SCHOOL INC,33-16,79 STREET,QU,11372,08/13/2021,Routine Inspection,0,0,0,0,,40.754783556409,-73.888082173494,403,25,028700,4012510012,4437110,Jackson Heights,QN28
Outdoor,40425974,BRIAR HILL COUNTRY CLUB INC,600,WEST 246 STREET,BX,10471,08/13/2021,Routine Inspection,0,1,0,1,,40.89260826795,-73.910205607872,208,11,030701,2059090825,2091924,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,40425984,RIVERDALE YACHT CLUB,800,WEST 254 STREET,BX,10471,08/13/2021,Routine Inspection,0,0,0,0,,40.903121070343,-73.914503439732,208,11,030900,2059300940,2086115,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,40426376,SEA BREEZE PLAZA CONDOMINIUM,3111,OCEAN PARKWAY,BK,11235,08/13/2021,Routine Inspection,0,1,0,1,,40.575374886816,-73.968790565999,313,48,036001,3086797501,3254894,Brighton Beach,BK19
Outdoor,40750036,PARK CITY 3 & 4 APT INC,98-00,62 DRIVE,QU,11374,08/13/2021,Routine Inspection,2,2,0,0,,40.7330549381,-73.859656864647,406,29,071701,4020860050,4440231,Rego Park,QN18
Outdoor,40426201,STONEGATE AT GRASMERE H.O.A. INC,75,GATEWAY DRIVE,SI,10304,08/14/2021,Routine Inspection,0,0,0,0,,40.602274252018,-74.088239234436,502,50,005000,5031730200,5046458,Grasmere-Arrochar-Ft. Wadsworth,SI14
Outdoor,40426183,KINGSWALK HOMEOWNERS ASSOC INC,171,RUSSEK DRIVE,SI,10312,08/14/2021,Routine Inspection,1,1,0,0,01750-21S0,40.547903388877,-74.199132772071,503,51,017010,5060177505,5121692,Arden Heights,SI48
Outdoor,40426169,ROLLING HILL ESTS CORP,297,ROLLING HILL GREEN,SI,10312,08/14/2021,Routine Inspection,0,0,0,0,,40.551827760306,-74.193131520358,503,51,017010,5060177502,5118877,Arden Heights,SI48
Outdoor,40426187,BAYBERRY WOODS CONDOMINIUM,369,HAWTHORNE AVENUE,SI,10314,08/14/2021,Routine Inspection,0,0,0,0,,40.607815398709,-74.149583108043,502,50,027301,5020897501,5119693,New Springville-Bloomfield-Travis,SI05
Outdoor,40426276,HONEY BEE #5351,100,GARDENIA LANE,SI,10314,08/14/2021,Routine Inspection,0,0,0,0,,40.585786517753,-74.163056202207,502,51,027702,5024010105,5039661,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,50053597,THE WILLIAM VALE HOTEL LLC,111,NORTH 12 STREET,BK,11249,08/14/2021,Routine Inspection,0,0,0,0,,40.722021927449,-73.957032823984,301,33,055700,3022830001,3399881,North Side-South Side,BK73
Outdoor,40426129,TOWERS COUNTRY CLUB INC,272-86,GRAND CENTRAL PARKWAY,QU,11005,08/14/2021,Routine Inspection,0,0,0,0,,40.759252238802,-73.71293971741,413,23,155101,4084890001,4456886,Glen Oaks-Floral Park-New Hyde Park,QN44
Outdoor,40426202,LATOURETTE HOMEOWNERS ASSOC,1796,FOREST HILL ROAD,SI,10314,08/15/2021,Routine Inspection,0,0,0,0,,40.577064162393,-74.158725864082,502,51,027702,5024507510,5121931,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,40426225,ELMWOOD PARK CONDO,60,WINDHAM LOOP,SI,10314,08/15/2021,Routine Inspection,0,0,0,0,,40.578280950182,-74.162040644795,502,51,027702,5024507501,5169003,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,40426286,2390 PALISADE AVE OWNERS CORP,2390,PALISADE AVENUE,BX,10463,08/15/2021,Routine Inspection,0,0,0,0,,40.879389229039,-73.920790150502,208,11,029301,2057430198,2083469,Spuyten Duyvil-Kingsbridge,BX29
Outdoor,50091228,ON THE SOUND CONDOMINIUM,226,FORDHAM PLACE,BX,10464,08/15/2021,Routine Inspection,0,3,0,3,,40.847475963492,-73.782414977397,210,13,051600,2056437502,2119457,Pelham Bay-Country Club-City Island,BX10
Outdoor,40426385,THE BOATYARD CONDOMINIUM,210,CARROLL STREET,BX,10464,08/15/2021,Routine Inspection,0,0,0,0,,40.846169933389,-73.784118045796,210,13,051600,2056427501,2094261,Pelham Bay-Country Club-City Island,BX10
Indoor,40960621,YMCA OF GREATER NEW YORK,2,CASTLE HILL AVENUE,BX,10473,09/15/2022,Routine Inspection,,0,,,,40.811781,-73.846335,209,18,009000,2034870001,2020591,,BX09
Outdoor,40426105,DONALD-BETTY LENTNEK/GRECIAN GARDEN,3030,EMMONS AVENUE,BK,11235,08/15/2021,Routine Inspection,3,7,2,2,,40.583912305377,-73.937886332432,315,48,062200,3088150042,3248031,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,50060732,420 KENT AVENUE LLC,416,KENT AVENUE,BK,11249,08/16/2021,Routine Inspection,0,0,0,0,,40.710212175193,-73.968532412368,301,33,054900,3021280005,3418297,North Side-South Side,BK73
Outdoor,41594244,MILL HERBOR CONDOMINIUM,1980,BERGEN AVENUE,BK,11234,08/16/2021,Routine Inspection,0,2,1,1,,40.624560731138,-73.906795942517,318,46,069602,3083747505,3413641,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45
Outdoor,40764292,WEST SIDE TENNIS CLUB,69-50,BURNS STREET,QU,11375,08/16/2021,Routine Inspection,0,1,0,1,,40.72042786313,-73.847998625607,406,29,072300,4032190001,4437648,Forest Hills,QN17
Outdoor,40426239,LEHAVRE OWNERS CORP,168-68,9 AVENUE,QU,11357,08/16/2021,Routine Inspection,0,1,0,1,,40.792820037299,-73.796032755316,407,19,099100,4046020110,4312165,Whitestone,QN49
Outdoor,40426068,THE CRYDER HOUSE INC,166-25,POWELLS COVE BOULEVARD,QU,11357,08/16/2021,Routine Inspection,0,1,0,1,,40.793944690567,-73.797188612721,407,19,099100,4045740080,4103995,Whitestone,QN49
Outdoor,41414677,MAGUIRE H.O.A.,10,EL CAMINO LOOP,SI,10309,08/17/2021,Routine Inspection,0,0,0,0,,40.538415564892,-74.212340387849,503,51,020803,5069790001,5148998,Rossville-Woodrow,SI32
Outdoor,40426375,FOUR BROTHERS HOMEOWNERS ASSOC,00000,ROCKLAND AVENUE & SHIRRA AVENUE,SI,10314,08/17/2021,Routine Inspection,0,0,0,0,,40.59092854,-74.15235357,,,,,,,
Outdoor,50046607,"HOMEPORT I, LLC",7,NAVY PIER COURT,SI,10304,08/17/2021,Routine Inspection,0,2,0,2,,40.628820681268,-74.074386447581,501,49,002100,5004877501,5158986,Stapleton-Rosebank,SI37
Outdoor,40426182,ALLIED WOODBROOK  INC-WOODBROOKE COND,164,GRAFE STREET,SI,10309,08/17/2021,Routine Inspection,0,0,0,0,,40.551033073899,-74.212520977311,503,51,020801,,,Rossville-Woodrow,SI32
Outdoor,40708705,ESSEX PARK HOMEOWNERS ASSOCIATION,80,WELLINGTON COURT,SI,10314,08/17/2021,Routine Inspection,0,0,0,0,,40.581164592992,-74.1569464352,502,51,027702,5024510056,5152922,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,40426383,WOODMONT HOMEOWNER ASSOC INC,25,BEE COURT,SI,10314,08/17/2021,Routine Inspection,0,0,0,0,,40.619012595365,-74.166606476449,502,50,029104,5016320015,5153542,New Springville-Bloomfield-Travis,SI05
Outdoor,40426211,2575 OWNERS CORP,2575,PALISADE AVENUE,BX,10463,08/17/2021,Routine Inspection,0,0,0,0,,40.88158832882,-73.921630129612,208,11,029301,2057450305,2083479,Spuyten Duyvil-Kingsbridge,BX29
Outdoor,40426379,CYPRESS CREST HOME OWNERS ASSN,27,MELISSA STREET,SI,10314,08/17/2021,Routine Inspection,0,0,0,0,,40.619571931738,-74.153280097915,501,49,030301,,,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12
Outdoor,41555168,AI 88 LEONARD LLC CO ROSE ASSOCIATES INC,88,LEONARD STREET,MA,10013,08/18/2021,Routine Inspection,1,3,1,1,,40.71715517299,-74.004678785905,101,01,003300,1001730027,1087082,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Outdoor,50059869,WHITE CROSS FISHING CLUB INC,750,CLARENCE AVENUE,BX,10465,08/18/2021,Routine Inspection,0,0,0,0,,40.830418029296,-73.815748294021,210,13,016000,2054810013,2078255,Schuylerville-Throgs Neck-Edgewater Park,BX52
Outdoor,40426200,RIVER TERRACE APARTMENTS,2621,PALISADE AVENUE,BX,10463,08/18/2021,Routine Inspection,0,0,0,0,,40.88198873923,-73.921163143999,208,11,029301,2057450001,2083472,Spuyten Duyvil-Kingsbridge,BX29
Outdoor,40426007,3777 INDEPENDENCE CORP,3777,INDEPENDENCE AVENUE,BX,10463,08/18/2021,Routine Inspection,0,1,0,1,,40.888894090662,-73.913035324383,208,11,030900,2059190436,2085871,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,40426025,ALDER BROOK ASSOCIATION  INC,4713,INDEPENDENCE AVENUE,BX,10471,08/18/2021,Routine Inspection,0,0,0,0,,40.89519487316,-73.91159829776,208,11,030900,,,North Riverdale-Fieldston-Riverdale,BX22
Indoor,50078922,RIVERSIDE CENTER 5 HOLDCO LLC,1,WEST END AVENUE,MA,10023,08/28/2021,Routine Inspection,0,0,0,0,,40.771704268237,-73.990396450163,107,06,015100,1011717511,1088869,Lincoln Square,MN14
Outdoor,40426381,RIVERDALE NEIGHBORHOOD HOUSE INC,5521,MOSHOLU AVENUE,BX,10471,08/18/2021,Routine Inspection,0,0,0,0,,40.903032975727,-73.903748665078,208,11,033700,2058501585,2119685,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,40426120,VILLAGE MALL OF HILLCREST COND HSE,152-18,UNION TURNPIKE,QU,11367,08/18/2021,Routine Inspection,0,0,0,0,,40.719308171475,-73.811172071349,408,24,077905,4067137501,4446722,Kew Gardens Hills,QN37
Outdoor,40426277,SKYLINE TERRACE CONDOMINIUM,25-52,120 STREET,QU,11354,08/18/2021,Routine Inspection,1,2,0,1,,40.776333293505,-73.848036610976,407,19,091900,4042527501,4449434,College Point,QN23
Outdoor,40426378,BAY PARK ESTATES CONDOMINIUM ASSOC,5-52,115 STREET,QU,11356,08/18/2021,Routine Inspection,0,2,0,2,,40.790185394862,-73.85171013525,407,19,092900,4040197501,4568269,College Point,QN23
Outdoor,40426106,BELSHIRE MANOR PROPERTY,16-66,BELL BOULEVARD,QU,11360,08/18/2021,Routine Inspection,0,2,0,2,,40.78507188466,-73.778423603509,407,19,099704,4058650118,4131166,Ft. Totten-Bay Terrace-Clearview,QN47
Outdoor,50037600,PURVES STREET OWNERS LLC,4426,PURVES STREET,QU,11101,08/19/2021,Routine Inspection,0,0,0,0,,40.746915383094,-73.941144284772,402,26,001900,4002680001,4596128,Hunters Point-Sunnyside-West Maspeth,QN31
Outdoor,50092953,"ONE QPS OWNER, LLC",2301,42 ROAD,QU,11101,08/19/2021,Routine Inspection,0,0,0,0,,40.750423651875,-73.942054300906,402,26,001900,4004250001,4617250,Hunters Point-Sunnyside-West Maspeth,QN31
Outdoor,50054530,30-02 ASSOCIATES LLC,3002,39 AVENUE,QU,11101,08/19/2021,Routine Inspection,0,0,0,0,,40.753029325778,-73.933577290684,401,26,003100,4004007501,4607501,Queensbridge-Ravenswood-Long Island City,QN68
Outdoor,50048342,CRESCENT CLUB LLC,41-17,CRESCENT STREET,QU,11101,08/19/2021,Routine Inspection,0,1,0,1,,40.751885238606,-73.939400204106,401,26,003300,4004157502,4540104,Queensbridge-Ravenswood-Long Island City,QN68
Outdoor,41432237,THE WINDSOR APARTMENTS INC,4705,HENRY HUDSON PARKWAY,BX,10471,08/19/2021,Routine Inspection,1,1,0,0,02031-S0,40.895540929466,-73.908374989727,208,11,030701,2059120001,2085820,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,50075128,180 WATER LLC,180,WATER STREET,MA,10038,08/20/2021,Routine Inspection,0,0,0,0,,40.706779926729,-74.005114480972,101,01,001502,1000700032,1001134,Battery Park City-Lower Manhattan,MN25
Outdoor,40426140,DAV MAR ESTATES INC,3486,AMBOY ROAD,SI,10314,08/20/2021,Routine Inspection,0,0,0,0,,40.556704091968,-74.13912197548,503,51,013203,5050900035,5112692,Great Kills,SI54
Outdoor,40710774,SPRINGVILLE HEIGHTS CONDOMINIUM,80,RICHMOND HILL ROAD,SI,10314,08/20/2021,Routine Inspection,0,0,0,0,,40.587759180131,-74.165556101029,502,51,027702,5024007501,5104717,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,41677647,MCLUB GYM LLC,550,WEST 54 STREET,MA,10019,08/21/2021,Routine Inspection,0,0,0,0,,40.767911118841,-73.991725534689,104,03,013500,1010827501,1088726,Clinton,MN15
Outdoor,40637422,MANHEM BEACH CLUB INC,658,CLARENCE AVENUE,BX,10465,08/21/2021,Routine Inspection,0,1,0,1,,40.828697458026,-73.814282394769,210,13,016000,2054860029,2097560,Schuylerville-Throgs Neck-Edgewater Park,BX52
Outdoor,50009780,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,808,DEAN AVENUE,BX,10465,08/21/2021,Routine Inspection,0,0,0,0,,40.832046125006,-73.816036473807,210,13,016000,2054790098,2078197,Schuylerville-Throgs Neck-Edgewater Park,BX52
Outdoor,40426394,KATANNA DEVELOPMENT CORP,501,WOODROW ROAD,SI,10312,08/21/2021,Routine Inspection,0,0,0,0,,40.552765301501,-74.185552223089,503,51,017007,5057720118,5104896,Arden Heights,SI48
Outdoor,41109533,JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,1466,MANOR ROAD,SI,10314,08/21/2021,Routine Inspection,0,0,0,0,,40.594446818183,-74.125676534427,502,50,018100,5009550100,5141743,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,50076065,147-149 MCCAREN LLC,160,NORTH 12 STREET,BK,11249,08/21/2021,Routine Inspection,0,0,0,0,,40.721003006272,-73.955428101259,301,33,051700,3022900010,3061538,North Side-South Side,BK73
Outdoor,41190632,AVALON RIVERVIEW NORTH LLC,4-75,48 AVENUE,QU,11109,08/23/2021,Routine Inspection,0,0,0,0,,40.744589163476,-73.956444401214,402,26,000100,4000190019,4439033,Hunters Point-Sunnyside-West Maspeth,QN31
Outdoor,40426126,HILLS AT GRASMERE HOME OWNERS ASSN INC,90,NARROWS ROAD SOUTH,SI,10305,08/23/2021,Routine Inspection,0,0,0,0,,40.604728227048,-74.072396795624,502,50,002002,5030247501,5121469,Grasmere-Arrochar-Ft. Wadsworth,SI14
Outdoor,40426268,THE IMPERIAL TOWERS CONDOMINIUM,55,AUSTIN PLACE,SI,10304,08/23/2021,Routine Inspection,0,1,0,1,,40.63129944534,-74.085838708522,501,49,003300,5005797501,5112220,Grymes Hill-Clifton-Fox Hills,SI08
Outdoor,50036730,MEADOWLAND ESTATES CONDOMINIUM INC,619,LACONIA AVENUE,SI,10306,08/23/2021,Routine Inspection,0,0,0,0,,40.580791118679,-74.094694339884,502,50,011201,,,Old Town-Dongan Hills-South Beach,SI36
Outdoor,40426355,NYCP&R / KOSCIUSKO,00000,KOSCIUSKO STREET & MARCY AVENUE,BK,11216,08/24/2021,Routine Inspection,0,1,1,0,,40.69139772,-73.9484271,,,,,,,
Outdoor,40426254,ANDREW JACKSON CONDOMINIUM,35-20,LEVERICH STREET,QU,11372,08/24/2021,Routine Inspection,0,3,2,1,,40.750242394361,-73.895405664795,403,25,029100,4012707501,4029273,Jackson Heights,QN28
Outdoor,41109095,BELCREST APARTMENTS LLC,162-15,HIGHLAND AVENUE,QU,11432,08/24/2021,Routine Inspection,1,2,0,1,,40.709887161035,-73.800879221135,408,24,044800,4097730005,4209099,Briarwood-Jamaica Hills,QN35
Outdoor,40426294,BROOK CLUB CONDOMINIUM,8100,AVENUE L,BK,11236,08/24/2021,Routine Inspection,0,0,0,0,,40.631148315903,-73.906920007775,318,46,100400,3080607501,3412982,Canarsie,BK50
Outdoor,50003694,BROOKLYN PIER 1 HOTEL OWNER LP,60,FURMAN STREET,BK,11201,08/25/2021,Routine Inspection,2,4,2,0,02356-21S0,40.70157861295,-73.995527884559,302,33,000100,3001990010,3401675,Brooklyn Heights-Cobble Hill,BK09
Outdoor,50038556,BROOKLYN PRINCESS LLC,313,GOLD STREET,BK,11201,08/25/2021,Routine Inspection,0,0,0,0,,40.694995513387,-73.983249260193,302,35,001500,3001340001,3331100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Outdoor,50009088,24TH STREET LIC LLC,41-42,24 STREET,QU,11101,08/25/2021,Routine Inspection,0,0,0,0,,40.752047718075,-73.940428702949,401,26,003300,4004130002,4617465,Queensbridge-Ravenswood-Long Island City,QN68
Outdoor,50101708,"560 SEVENTH AVENUE OWNER PRIMARY, LLC",560,7 AVENUE,MA,10018,08/25/2021,Routine Inspection,0,0,0,0,,40.7548402337,-73.987832579315,105,03,011300,1010120029,1090579,Midtown-Midtown South,MN17
Outdoor,41664736,1280 FIFTH CONDOMINUM,1280,5 AVENUE,MA,10029,08/25/2021,Routine Inspection,0,1,0,1,,40.79629757504,-73.949613226314,111,09,017401,1016157501,1089046,East Harlem South,MN33
Outdoor,41481293,568 UNION LLC,568,UNION AVENUE,BK,11211,08/25/2021,Routine Inspection,0,0,0,0,,40.717482902314,-73.952172973936,301,33,051500,3027310001,3412620,North Side-South Side,BK73
Outdoor,40611006,DOLPHIN SPORTS SCHOOL INC,2114,BROWN STREET,BK,11229,08/25/2021,Routine Inspection,0,1,1,0,,40.600118600241,-73.939880580361,315,46,057000,3073640011,3200302,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,40426269,ASSOCIATED YM-YWHA'S OF GREATER NY,212-00,23 AVENUE,QU,11360,08/25/2021,Routine Inspection,0,1,0,1,,40.781439953991,-73.778107144329,407,19,099704,4059000050,4132408,Ft. Totten-Bay Terrace-Clearview,QN47
Outdoor,50053013,BAY TERRACE COOPERATIVE SECTION XII INC,212-30,23 AVENUE,QU,11360,08/25/2021,Routine Inspection,0,1,0,1,,40.781845232847,-73.777618314237,407,19,099704,4059000075,4443745,Ft. Totten-Bay Terrace-Clearview,QN47
Outdoor,40639747,OAK PARK AT DOUGLASTON UNIT OWNERS ASSOCIATION INC,239-12,OAK PARK DRIVE,QU,11362,08/25/2021,Routine Inspection,0,1,1,0,02476-21S0,40.74658260856,-73.734709924099,411,23,152901,4083107501,4518533,Douglas Manor-Douglaston-Little Neck,QN45
